Country,Demographics Question,Demographics Response,Question,Survey Year,Value
56,Employment,Unemployed,... for at least one specific reason,2008,18.7
56,Employment,Employed for cash,... if she argues with him,2008,7.1
56,Employment,Employed for kind,... if she argues with him,2008,12.7
56,Employment,Unemployed,... if she argues with him,2008,6.5
56,Employment,Employed for cash,... if she burns the food,2008,5.5
56,Employment,Employed for kind,... if she burns the food,2008,10.9
56,Employment,Unemployed,... if she burns the food,2008,7.3
56,Employment,Employed for cash,... if she goes out without telling him,2008,10.6
56,Employment,Employed for kind,... if she goes out without telling him,2008,11.5
56,Employment,Unemployed,... if she goes out without telling him,2008,9.8
56,Employment,Employed for cash,... if she neglects the children,2008,11.7
56,Employment,Employed for kind,... if she neglects the children,2008,19.1
56,Employment,Unemployed,... if she neglects the children,2008,11.3
56,Employment,Employed for cash,... if she refuses to have sex with him,2008,5.2
56,Employment,Employed for kind,... if she refuses to have sex with him,2008,10.4
56,Employment,Unemployed,... if she refuses to have sex with him,2008,5.9
57,Employment,Employed for cash,... for at least one specific reason,2017,42.7
57,Employment,Employed for kind,... for at least one specific reason,2017,55.8
57,Employment,Unemployed,... for at least one specific reason,2017,45.7
57,Employment,Employed for cash,... if she argues with him,2017,32.4
57,Employment,Employed for kind,... if she argues with him,2017,46.2
57,Employment,Unemployed,... if she argues with him,2017,35.1
57,Employment,Employed for cash,... if she burns the food,2017,20.3
57,Employment,Employed for kind,... if she burns the food,2017,28.6
57,Employment,Unemployed,... if she burns the food,2017,21.9
57,Employment,Employed for cash,... if she goes out without telling him,2017,30.9
57,Employment,Employed for kind,... if she goes out without telling him,2017,44.0
57,Employment,Unemployed,... if she goes out without telling him,2017,32.1
57,Employment,Employed for cash,... if she neglects the children,2017,32.8
57,Employment,Employed for kind,... if she neglects the children,2017,44.7
57,Employment,Unemployed,... if she neglects the children,2017,35.0
57,Employment,Employed for cash,... if she refuses to have sex with him,2017,33.4
57,Employment,Employed for kind,... if she refuses to have sex with him,2017,44.6
57,Employment,Unemployed,... if she refuses to have sex with him,2017,33.9
58,Employment,Employed for cash,... for at least one specific reason,2013,61.2
58,Employment,Employed for kind,... for at least one specific reason,2013,70.9
58,Employment,Unemployed,... for at least one specific reason,2013,51.3
58,Employment,Employed for cash,... if she argues with him,2013,47.5
58,Employment,Employed for kind,... if she argues with him,2013,54.3
58,Employment,Unemployed,... if she argues with him,2013,36.3
58,Employment,Employed for cash,... if she burns the food,2013,17.0
58,Employment,Employed for kind,... if she burns the food,2013,23.3
58,Employment,Unemployed,... if she burns the food,2013,11.5
58,Employment,Employed for cash,... if she goes out without telling him,2013,49.4
58,Employment,Employed for kind,... if she goes out without telling him,2013,61.7
58,Employment,Unemployed,... if she goes out without telling him,2013,42.3
58,Employment,Employed for cash,... if she neglects the children,2013,51.4
58,Employment,Employed for kind,... if she neglects the children,2013,60.6
58,Employment,Unemployed,... if she neglects the children,2013,41.7
58,Employment,Employed for cash,... if she refuses to have sex with him,2013,26.2
58,Employment,Employed for kind,... if she refuses to have sex with him,2013,30.2
58,Employment,Unemployed,... if she refuses to have sex with him,2013,17.9
59,Employment,Employed for cash,... for at least one specific reason,2016,5.0
59,Employment,Employed for kind,... for at least one specific reason,2016,8.8
59,Employment,Unemployed,... for at least one specific reason,2016,5.8
59,Employment,Employed for cash,... if she argues with him,2016,1.9
59,Employment,Employed for kind,... if she argues with him,2016,2.1
59,Employment,Unemployed,... if she argues with him,2016,2.4
59,Employment,Employed for cash,... if she burns the food,2016,0.6
59,Employment,Employed for kind,... if she burns the food,2016,1.1
59,Employment,Unemployed,... if she burns the food,2016,1.2
59,Employment,Employed for cash,... if she goes out without telling him,2016,2.1
59,Employment,Employed for kind,... if she goes out without telling him,2016,2.7
59,Employment,Unemployed,... if she goes out without telling him,2016,2.1
59,Employment,Employed for cash,... if she neglects the children,2016,3.1
59,Employment,Employed for kind,... if she neglects the children,2016,8.6
59,Employment,Unemployed,... if she neglects the children,2016,4.2
59,Employment,Employed for cash,... if she refuses to have sex with him,2016,0.8
59,Employment,Employed for kind,... if she refuses to have sex with him,2016,0.7
59,Employment,Unemployed,... if she refuses to have sex with him,2016,1.1
60,Employment,Employed for cash,... for at least one specific reason,2017,58.3
60,Employment,Employed for kind,... for at least one specific reason,2017,63.6
60,Employment,Unemployed,... for at least one specific reason,2017,65.1
60,Employment,Employed for cash,... if she argues with him,2017,46.9
60,Employment,Employed for kind,... if she argues with him,2017,51.3
60,Employment,Unemployed,... if she argues with him,2017,53.9
60,Employment,Employed for cash,... if she burns the food,2017,24.9
60,Employment,Employed for kind,... if she burns the food,2017,25.1
60,Employment,Unemployed,... if she burns the food,2017,31.2
60,Employment,Employed for cash,... if she goes out without telling him,2017,45.7
60,Employment,Employed for kind,... if she goes out without telling him,2017,51.2
60,Employment,Unemployed,... if she goes out without telling him,2017,52.9
60,Employment,Employed for cash,... if she neglects the children,2017,44.1
60,Employment,Employed for kind,... if she neglects the children,2017,51.5
60,Employment,Unemployed,... if she neglects the children,2017,51.5
60,Employment,Employed for cash,... if she refuses to have sex with him,2017,22.3
60,Employment,Employed for kind,... if she refuses to have sex with him,2017,23.7
60,Employment,Unemployed,... if she refuses to have sex with him,2017,28.1
61,Employment,Employed for cash,... for at least one specific reason,2015,53.3
61,Employment,Employed for kind,... for at least one specific reason,2015,68.3
61,Employment,Unemployed,... for at least one specific reason,2015,54.0
61,Employment,Employed for cash,... if she argues with him,2015,37.2
61,Employment,Employed for kind,... if she argues with him,2015,51.9
61,Employment,Unemployed,... if she argues with him,2015,38.3
61,Employment,Employed for cash,... if she burns the food,2015,16.9
61,Employment,Employed for kind,... if she burns the food,2015,27.9
61,Employment,Unemployed,... if she burns the food,2015,16.4
61,Employment,Employed for cash,... if she goes out without telling him,2015,36.2
61,Employment,Employed for kind,... if she goes out without telling him,2015,50.9
61,Employment,Unemployed,... if she goes out without telling him,2015,37.1
61,Employment,Employed for cash,... if she neglects the children,2015,44.4
61,Employment,Employed for kind,... if she neglects the children,2015,56.0
61,Employment,Unemployed,... if she neglects the children,2015,44.1
61,Employment,Employed for cash,... if she refuses to have sex with him,2015,26.6
61,Employment,Employed for kind,... if she refuses to have sex with him,2015,40.3
61,Employment,Unemployed,... if she refuses to have sex with him,2015,25.2
62,Employment,Employed for cash,... for at least one specific reason,2016,76.1
62,Employment,Employed for kind,... for at least one specific reason,2016,85.2
62,Employment,Unemployed,... for at least one specific reason,2016,70.2
62,Employment,Employed for cash,... if she argues with him,2016,60.5
62,Employment,Employed for kind,... if she argues with him,2016,71.3
62,Employment,Unemployed,... if she argues with him,2016,57.0
62,Employment,Employed for cash,... if she burns the food,2016,30.3
62,Employment,Employed for kind,... if she burns the food,2016,40.0
62,Employment,Unemployed,... if she burns the food,2016,30.0
62,Employment,Employed for cash,... if she goes out without telling him,2016,65.3
62,Employment,Employed for kind,... if she goes out without telling him,2016,76.1
62,Employment,Unemployed,... if she goes out without telling him,2016,60.9
62,Employment,Employed for cash,... if she neglects the children,2016,62.5
62,Employment,Employed for kind,... if she neglects the children,2016,74.4
62,Employment,Unemployed,... if she neglects the children,2016,59.6
62,Employment,Employed for cash,... if she refuses to have sex with him,2016,34.4
62,Employment,Employed for kind,... if she refuses to have sex with him,2016,44.5
62,Employment,Unemployed,... if she refuses to have sex with him,2016,33.5
63,Employment,Employed for cash,... for at least one specific reason,2013,29.1
63,Employment,Employed for kind,... for at least one specific reason,2013,33.9
63,Employment,Unemployed,... for at least one specific reason,2013,24.9
63,Employment,Employed for cash,... if she argues with him,2013,20.1
63,Employment,Employed for kind,... if she argues with him,2013,22.2
63,Employment,Unemployed,... if she argues with him,2013,16.6
63,Employment,Employed for cash,... if she burns the food,2013,10.8
63,Employment,Employed for kind,... if she burns the food,2013,16.5
63,Employment,Unemployed,... if she burns the food,2013,9.1
63,Employment,Employed for cash,... if she goes out without telling him,2013,18.4
